utterance,topic_id,topic_label,is_new_topic
"can u ask an agent where i can notify an issue paying, please?",7,Payment & Account Issues,False
"i havent got an online account, what can i do to open one?",2,Account Creation Problems,False
can you tell me what the email to contact Client Service is?,20,Customer Support & Contact,False
"I can't find my bills , I need help viewing them",40,Missing Bill Access & Viewing,False
"i dont want my profile, can u cancel it?",31,Compromised Account Recovery,False
where can I check the options for delivery?,30,Payment Processing & Billing Errors,False
"I want to track my purchase, what should I do?",0,Package Tracking & Delivery Status,False
"i want to check the status of my refund, can u help me?",39,Refund Policy Information,False
"I have an issue when trying to pay for my order, help me inform of it",15,Online Payment Problems,False
i wanna know how to check my shipment,0,Package Tracking & Delivery Status,False
"the game was cancelled, what should I do to request a reimbursement?",10,Event Cancellation and Refunds,False
can I see the status of my order?,-1,Outlier/Noise,False
"the concert was cancelled, obtain a reimbursement",10,Event Cancellation and Refunds,False
what information do you have about requesting some bills?,6,Missing or Lost Bills,False
I want to write a comment for a service,11,Customer Reviews and Feedback,False
"the game was cancelled, what do I have to do to request a refund?",10,Event Cancellation and Refunds,False
tell me if their is someone available,24,Customer Support & Communication,False
ask an agent where i can receive a reimbursement,4,Refund & Reimbursement Policy,False
"I want a user account, can I create one ?",2,Account Creation Problems,False
"i have no fucking user account, what should i do to create one ?",2,Account Creation Problems,False
ask an agent what the fucking email address of client setvice is,20,Customer Support & Contact,False
"I want to use my other user account, I need help switching them",38,Account Switching and Preferences,False
where to download an invoice,3,Missing Invoices & Download Issues,False
"I bought something, can I change my order?",5,Order Modifications & Changes,False
"an error pops when I try to make a payment, what should I do?",34,Payment Error & Checkout Issues,False
can you tell me how to check my orders?,0,Package Tracking & Delivery Status,False
I want to change the information on my profile,48,Profile Management & Editing,True
"I have no shipping address, whjat do I haave to do to set it up?",32,Shipping Address Management,False
"the payment didnt go through, can u help me?",1,Payment Problems & Reporting,False
I want to track my shipments,43,Delivery Tracking,True
"please, could u ask an agent where to notify a fucking issue with my payment?",7,Payment & Account Issues,False
I want to see the free phone number of Customer Service,20,Customer Support & Contact,False
"the concert was postponed, how can I get a reimbursement?",10,Event Cancellation and Refunds,False
"i want information, i need help sending an email to customer support",14,Customer Support Contact Info,False
can u ask an agent how to inform of an issue with my payment?,7,Payment & Account Issues,False
"I lost my pasword, can you recover it?",12,Password Recovery & Account Access,False
how to notify issues with my payment,1,Payment Problems & Reporting,False
ask an agent how to track myorder,29,Customer Service Contact Information,False
"i wanna know the status of my refund, can u help me?",39,Refund Policy Information,False
"I got an error message when I tried to pay, but my card was charged anyway, what do I have to do to report it?",-1,Outlier/Noise,False
help me inform of issues with my payment,1,Payment Problems & Reporting,False
"i dont have a user account and i want to open one, please",2,Account Creation Problems,False
"you're not helping, what do I have to do to contact a human agent?",24,Customer Support & Communication,False
send an email to Client Service,20,Customer Support & Contact,False
how can I cancel my account?,8,Account Deletion & Cancellation,False
i wanna make changes to the information on my profile,48,Profile Management & Editing,True
"the game was postponed, help me request a reimbursement",10,Event Cancellation and Refunds,False
"I have a problem making a payment with card, what can I do to notify it?",16,Card Payment Issues,False
"please, can you ask an agent to check the cancellation penalty?",-1,Outlier/Noise,False
"please, ask an agent how i can report issues with my payment",7,Payment & Account Issues,False
"I didn't receive my bills, can you check them?",40,Missing Bill Access & Viewing,False
"my online account's been hacked, can you get it back?",33,Email & Contact Information,False
"i want to check my delivery, can you tell me how I can do it?",43,Delivery Tracking,True
"you're not helping, what should I do to speak with someone?",9,Human Interaction Support,False
where can i obtain a refund?,39,Refund Policy Information,False
can you show me the mail address of the Customer Service?,14,Customer Support Contact Info,False
I'm happy with the service and I want to make an opinion,11,Customer Reviews and Feedback,False
"I have a problem when trying to pay, help me report it",1,Payment Problems & Reporting,False
can u ask an agent where to request an invoice?,35,Invoice Support Requests,False
can you tell me how long the delivery takes?,43,Delivery Tracking,True
the show was cancelled and I want to get a refund,10,Event Cancellation and Refunds,False
"i have a problem paying with card, inform of it",45,Card Payment Issues,True
ive got no online account and id like to register,2,Account Creation Problems,False
"please, ask an agent where I can see my bill",21,Bill Downloading Help,False
"I want an account, can you create one ?",2,Account Creation Problems,False
I want to report issues making a payment,1,Payment Problems & Reporting,False
"I bought something, could i modify my fucking purchase, please?",5,Order Modifications & Changes,False
i want to know if i can create two online accounts with the same email address,13,Account Creation & Management,False
"I want tp make a purchase, can you help me?",-1,Outlier/Noise,False
"you arent helping, what do i have to do to talk to someone?",9,Human Interaction Support,False
ask an agent if i can track my package,29,Customer Service Contact Information,False
"I want to view my bills, can you help me?",6,Missing or Lost Bills,False
how can I see the cancellation penalties?,49,Cancellation Penalties,True
ask an agent if i can check my delivery,29,Customer Service Contact Information,False
ask an agent if i can obtain some invoices,35,Invoice Support Requests,False
"I bought something, I need help modifying my purchase",5,Order Modifications & Changes,False
"I didn't receive my bill, I need help checking it",40,Missing Bill Access & Viewing,False
can I create several user accounts with the same email?,13,Account Creation & Management,False
I want to know if I can register more than one online account with a single email address,13,Account Creation & Management,False
"can u ask an agent how i could notify a payment problem, please?",7,Payment & Account Issues,False
can u ask an agent where i can delete my profile?,17,Account Profile & Agent Changes,False
"I lost my password, what should I do to retrieve it?",12,Password Recovery & Account Access,False
"I would like information, could I send an email to fucking Customer Support?",14,Customer Support Contact Info,False
can you tell me if I can create several online accounts with the same email?,13,Account Creation & Management,False
can I register several profiles with the same email address?,25,Multiple Account Management,False
how can I lodge a complaint?,27,Consumer Complaint Submission,False
can I get the trackig no for my delivery?,43,Delivery Tracking,True
"you aren't helping , how can I talk to a human agent?",24,Customer Support & Communication,False
how can I solve as problem paying?,1,Payment Problems & Reporting,False
tell me how I can request some bills,6,Missing or Lost Bills,False
"I got an error message when I attempted to make a payment, but my card was charged anyway, how can I inform of it?",52,Payment Error & Accidental Charge,True
"someone stole my password, I need help resetting it",12,Password Recovery & Account Access,False
"I don't want my online account, what should I do to cancel it?",8,Account Deletion & Cancellation,False
where can I delete my profile?,31,Compromised Account Recovery,False
"I want a refund, get one",39,Refund Policy Information,False
"im discontent with the service, i need help submitting a consumer complaint",18,Consumer Complaints and Dissatisfaction,False
can you tell me if i can register more than one profile with a single email?,25,Multiple Account Management,False
tell me where to check my deliveries,43,Delivery Tracking,True
what can I obtain a reimbursement for?,51,Reimbursement Requests,True
"the game was postponed, how do I get a refund?",10,Event Cancellation and Refunds,False
"could u ask an agent if i could cancel my online account, pleasd?",17,Account Profile & Agent Changes,False
"I haven't got a user account, what cqn I do?",2,Account Creation Problems,False
the show was cancelled and I want to obtain a refund,10,Event Cancellation and Refunds,False
"I'm not happy with the service, how do I file a consumer complaint?",18,Consumer Complaints and Dissatisfaction,False
I made a mistake and I wanna change my purchase,50,Order Modification and Cancellation,True
"I got an error message when I tried to make a payment, but I was charged anyway, what should I do to inform of it?",26,Failed Transaction Attempts & Charges,False
I want information about your money back policy,37,Refund Requests & Policies,False
tell me how to modify my purchase,5,Order Modifications & Changes,False
"I got an error message when I attempted to make a payment, but I was charged anyway, how can I inform of it?",26,Failed Transaction Attempts & Charges,False
ask an agent to check the options for ticket delivery,29,Customer Service Contact Information,False
I want to know if there is any person available,24,Customer Support & Communication,False
i am happy with the service and i wanna submit a review,11,Customer Reviews and Feedback,False
"i need help solving issues making a payment, please",1,Payment Problems & Reporting,False
"I have an issue making a payment, what do I have to do to notify it?",1,Payment Problems & Reporting,False
"i get an error message when i try to make a payment for my order, what can i do?",36,Order Placement Errors,False
"could you check your money back policy, please?",37,Refund Requests & Policies,False
i want to knolw if i can change my order,5,Order Modifications & Changes,False
how to check the cancellation penalty,49,Cancellation Penalties,True
"i ordered something, i need help modifying my order",5,Order Modifications & Changes,False
how do i see the ticket delivery options ?,-1,Outlier/Noise,False
"im discontent with the service, what should i do to make a complaint?",18,Consumer Complaints and Dissatisfaction,False
"please, i want to know how to know where my fucking packages are",30,Payment Processing & Billing Errors,False
"I can't understand you, can you contact a human?",44,Requesting Human Agent Transfer,True
i want to know if i can create two online accounts with the same email,13,Account Creation & Management,False
"i want to check my invoices, what do i have to do?",3,Missing Invoices & Download Issues,False
"I got an error message when I tried to make a payment, but my card was charged anyway, how do I report it?",-1,Outlier/Noise,False
"I want to use my other fucking account, could you change them?",38,Account Switching and Preferences,False
I want o open an online account,2,Account Creation Problems,False
"I can't remember my password, what do I have to do to reset it?",12,Password Recovery & Account Access,False
"someone stole my account password, help me retrieve it",12,Password Recovery & Account Access,False
i wanna ask for information about downloading some invoices,3,Missing Invoices & Download Issues,False
"I'm hqppy with the service, what should I do to make an opinion?",11,Customer Reviews and Feedback,False
"please , ask an agent if i could notify an issue making a payment",7,Payment & Account Issues,False
where to view the cancellation penalties,49,Cancellation Penalties,True
"I ordered something, what do I have to do to modify my purchase?",5,Order Modifications & Changes,False
"I have an issue when trying to pay for my online order, what should I do?",46,Online Payment Issues,True
"could you ask an agentif I can create a user account, please?",17,Account Profile & Agent Changes,False
what can you tell me aboutt changing my purchase?,5,Order Modifications & Changes,False
"I want to view the status of my reimbursement, what can I do?",4,Refund & Reimbursement Policy,False
"someone stole my password, what do I have to do to retrieve it?",12,Password Recovery & Account Access,False
"I bought something, what can i do to modify my order?",5,Order Modifications & Changes,False
"I have no fucking account, how do I create one?",2,Account Creation Problems,False
"I want to ssee your money back policy, what should I do?",37,Refund Requests & Policies,False
"my account's been hacked, what can I do to recover it?",33,Email & Contact Information,False
how to send an email to customer service,14,Customer Support Contact Info,False
"I have a problem when trying to pay and I would like to report it, please",1,Payment Problems & Reporting,False
how can I retrieve my account password?,12,Password Recovery & Account Access,False
could you ask an agent if I could close my account?,17,Account Profile & Agent Changes,False
"i got an reror mesage when i attempted to pay, but i was charged anyway and i want to notify it",41,Profile Deletion Request,False
"I lost my password, can you help me?",12,Password Recovery & Account Access,False
"can you tell me the mail to contact Client Service, please?",20,Customer Support & Contact,False
"I want to change my purchase , tell me how to do it",5,Order Modifications & Changes,False
could u ask an agent how to delete my profile?,17,Account Profile & Agent Changes,False
"I got an error message when I attempted to pay, but I was charged anyway, can you notify it?",41,Profile Deletion Request,False
I forgot my account password and I want to recover it,12,Password Recovery & Account Access,False
"I have a problem when trying to make a payment with card, can I inform of it?",16,Card Payment Issues,False
"I have an issue paying for my online order, how can I inform of it?",46,Online Payment Issues,True
"I lost my bill , can I see it?",40,Missing Bill Access & Viewing,False
"I have a problem paying for my online order, report it",46,Online Payment Issues,True
"I want to use my other user account, how can I change them?",38,Account Switching and Preferences,False
i bought something and I wanna change my order,5,Order Modifications & Changes,False
information about getting some bils,3,Missing Invoices & Download Issues,False
can you tell me if I can create two user accounts with the same email?,13,Account Creation & Management,False
where do i see your payment options?,47,Payment Methods,True
can I report payment problems ?,1,Payment Problems & Reporting,False
"I need information, can I talk to Customer Support?",20,Customer Support & Contact,False
can you tell me if I can register more than one user account with the same email address?,13,Account Creation & Management,False
"could you tell me if I could create two fucking accounts with the same email, please?",13,Account Creation & Management,False
u are not helping and i want to talk to a person,9,Human Interaction Support,False
"my profile was hacked, what should I do to get it back?",-1,Outlier/Noise,False
"I want to track my reimbursemennt, what can I do, please?",4,Refund & Reimbursement Policy,False
"I want information, speak with Client Service",20,Customer Support & Contact,False
"I didn't receive my bill, can I view it?",40,Missing Bill Access & Viewing,False
"I'd like to get an invoice, can you give me some information?",3,Missing Invoices & Download Issues,False
help me view the cancellation penalty,49,Cancellation Penalties,True
"i ordered a product, can I change my order?",5,Order Modifications & Changes,False
"i got an error when i tried to pay, but i was charged anyway, can i report it?",41,Profile Deletion Request,False
"I changed my mind, how do I delete my account?",42,Account Cancellation,False
"i got an error when i tried to make a payment, but my card was charged anyway and id like to inform of it, please",52,Payment Error & Accidental Charge,True
how do I delete my online account?,8,Account Deletion & Cancellation,False
"please, tell me if I can register more than one user account with an single emai",13,Account Creation & Management,False
can I create several profiles with the same email address?,25,Multiple Account Management,False
how can I check the options for delivery?,30,Payment Processing & Billing Errors,False
"please, could you tell me if I could create more than one fucking account with the same email address?",13,Account Creation & Management,False
can u ask an agent about my invoice?,35,Invoice Support Requests,False
"i need an account, how can i create one?",2,Account Creation Problems,False
"u are not helping, what can i do to speak with someone?",9,Human Interaction Support,False
is it possible to get some invoices?,3,Missing Invoices & Download Issues,False
"the show was postponed, how do I request a refund?",10,Event Cancellation and Refunds,False
can I create more than one online account with a single email address?,13,Account Creation & Management,False
"I forgot my account password, how do I recover it?",12,Password Recovery & Account Access,False
"I'm happy with the service, can I lodge a comment?",11,Customer Reviews and Feedback,False
where do i notify a fucking problem with my payment?,1,Payment Problems & Reporting,False
"I got an error message when I attempted to pay, but I was charged anyway, what can I do to report it?",41,Profile Deletion Request,False
ask an agent how i can file a complaint,-1,Outlier/Noise,False
"I want to request a reimbursement, can you help me?",51,Reimbursement Requests,True
"I didn't receive my invooce, what should I do to view it ?",3,Missing Invoices & Download Issues,False
"I've got no account , can I register?",2,Account Creation Problems,False
i want to see the mail to contact client service,20,Customer Support & Contact,False
I need help trackign y orders,-1,Outlier/Noise,False
"i dont understand you, what do i have to do to speak withsomeone?",44,Requesting Human Agent Transfer,True
"the game was postponed, what can I do to obtain a reimbursement?",10,Event Cancellation and Refunds,False
can you show me the status of my refund?,39,Refund Policy Information,False
"I want to modify myorder , tell me where to do it",5,Order Modifications & Changes,False
I am happy with the service and I would like to make an opinion,11,Customer Reviews and Feedback,False
can you tell me if my shipment is out for delivery?,0,Package Tracking & Delivery Status,False
"i am happy with the service, i need help filing a comment",11,Customer Reviews and Feedback,False
can you tell me where to download an invoice?,3,Missing Invoices & Download Issues,False
"I get an error when I attempt to make a payment for my order, what do I have to do?",36,Order Placement Errors,False
"please, ask an agent to show me information about my invoice",35,Invoice Support Requests,False
"I'm discontent with the service, what should I do to make an consumer complaint?",18,Consumer Complaints and Dissatisfaction,False
"I need a usre account, what do I have to do to create one ?",2,Account Creation Problems,False
i wanna know how I can check my package,30,Payment Processing & Billing Errors,False
"I got an error message when I attempted to pay, but my card was charged anyway, help me notify it",22,Payment & Billing Errors,False
how do I report a problem paying?,1,Payment Problems & Reporting,False
"I lost my password, what can I do to retrieve it?",12,Password Recovery & Account Access,False
"please, ask an agent where to file a fucking consumer complaint",-1,Outlier/Noise,False
ask an agent for information about their payment options,7,Payment & Account Issues,False
"the fucking event was postponed and id like to obtain a refund, please",10,Event Cancellation and Refunds,False
tell me if I can create several online accounts with a single email,13,Account Creation & Management,False
I want to know where to request an invoice,3,Missing Invoices & Download Issues,False
"I need an online account, I need help opening one",2,Account Creation Problems,False
I forgot my password and I want to reset it,12,Password Recovery & Account Access,False
"I want to see the status of my refund, what should I do?",39,Refund Policy Information,False
"I changed my mind, help me remove my online account",42,Account Cancellation,False
"i havent got a profile, what should i do to create one?",2,Account Creation Problems,False
I don't like the service and I want to file a consumer complaint,18,Consumer Complaints and Dissatisfaction,False
"I don't have an online account, open one",2,Account Creation Problems,False
"please, ask an agent if there is a newsletter i could subscribe to",28,Newsletter Subscriptions & Updates,False
what are your fucking payment options?,47,Payment Methods,True
"I can't understand you, what do I have to do to contact a person?",-1,Outlier/Noise,False
"i got an error message when i tried to pay, but i was charged anyway, what can i do to inform of it?",41,Profile Deletion Request,False
send me some bills,6,Missing or Lost Bills,False
where do I close my online account ?,8,Account Deletion & Cancellation,False
I want to lodge a complaint,27,Consumer Complaint Submission,False
"please, can u ask an agent where to view the status of my eefund?",4,Refund & Reimbursement Policy,False
I need information about your payment option,47,Payment Methods,True
can u ask an agent how to set up my shiping address?,32,Shipping Address Management,False
can you ask an agent how I can get a ibll?,35,Invoice Support Requests,False
can you tell me where I cantrack my package?,30,Payment Processing & Billing Errors,False
where do I inform of a problem with my payment?,1,Payment Problems & Reporting,False
can you tell me how I can download a bill?,21,Bill Downloading Help,False
"i want a refund, help me egt one",39,Refund Policy Information,False
"I have a problem when trying to make a payment with card, how can I report it?",16,Card Payment Issues,False
I have an issue paying for my order and I want to notify it,15,Online Payment Problems,False
"I want to submit an opinion for a service, what do I have to do?",11,Customer Reviews and Feedback,False
"i have an issue paying for my order, what do i have to do to notify it?",15,Online Payment Problems,False
"I'm happy with the service, what do I have to do to submit an opinion?",11,Customer Reviews and Feedback,False
"I've got no online account, what can I do?",2,Account Creation Problems,False
"I don't want my fucking account, can you cancel it, please?",8,Account Deletion & Cancellation,False
"i dont understand you, how can i speak with a person ?",44,Requesting Human Agent Transfer,True
"I'm interested in your money back guarantee, tell me about it, please",37,Refund Requests & Policies,False
ask an agent where to see the options for ticket delivery,29,Customer Service Contact Information,False
I want information about the email of the Customer Service,14,Customer Support Contact Info,False
I have registration problems,2,Account Creation Problems,False
"my account was hacked, can you help me?",33,Email & Contact Information,False
"I need information, what do I have to do to talk to Client Service?",20,Customer Support & Contact,False
"I'm not happy with the service, I need help submitting a complaint",18,Consumer Complaints and Dissatisfaction,False
"i wanna submit an opinion, can uu help me?",11,Customer Reviews and Feedback,False
can I report an issue making a payment?,1,Payment Problems & Reporting,False
"the game was cancelled, how can I obtain a reimbursement?",10,Event Cancellation and Refunds,False
"I want to know how to get some fucking bills, please",6,Missing or Lost Bills,False
"my user account's been hacked, how can I recover it?",33,Email & Contact Information,False
"can you ask an agent where I can check the status of my fucking order, please?",29,Customer Service Contact Information,False
"I wanna know how I can obtain a fucking invoice, please",3,Missing Invoices & Download Issues,False
"an error message pops when i attempt to pay for my online order, what do i have to do?",36,Order Placement Errors,False
"I ca't remember my password, can I retrieveit?",12,Password Recovery & Account Access,False
"I ordered a product, I need help changing my order",5,Order Modifications & Changes,False
I want to know if I can request some bills,6,Missing or Lost Bills,False
"I want to subscribe to the newsletter, can you give me some information?",28,Newsletter Subscriptions & Updates,False
I want to know about modifying my purchase,5,Order Modifications & Changes,False
"I would like a refund, can I obtain one?",39,Refund Policy Information,False
"i get an error message when i attempt to pay for my online order, can u help me?",36,Order Placement Errors,False
"i cant understand you, speak with a human agent",24,Customer Support & Communication,False
whats the free phone number to contact client service?,20,Customer Support & Contact,False
can I register several fucking user accounts with the same email?,13,Account Creation & Management,False
can u ask an agent how i can obtain a refund?,-1,Outlier/Noise,False
"I have an issue making a payment, report it",1,Payment Problems & Reporting,False
"please, can you ask an agent where I can modify my shipping address?",32,Shipping Address Management,False
tell me how to know where my orders are,0,Package Tracking & Delivery Status,False
"the concert was postponed, what can I do to get a refund?",10,Event Cancellation and Refunds,False
I forgot my account password,12,Password Recovery & Account Access,False
"the concert was postponed, how can I get a refund?",10,Event Cancellation and Refunds,False
I have problems registering,2,Account Creation Problems,False
can I create several accounts with a single email?,13,Account Creation & Management,False
"i wanna submit a consumer complaint, what should i do?",27,Consumer Complaint Submission,False
"you aren't helping, speak with a person",9,Human Interaction Support,False
"i have no user account, how can i open one?",2,Account Creation Problems,False
how can I speak with a human agent?,24,Customer Support & Communication,False
"the show was cancelled, can you help me?",10,Event Cancellation and Refunds,False
i want to know where to download a bill,21,Bill Downloading Help,False
tell me were to track my deliveries,43,Delivery Tracking,True
"I want to inform of a problem with my payment, what do I havr to do?",1,Payment Problems & Reporting,False
"I don't like the service, what do I have to do to lodge a consumer complaint?",18,Consumer Complaints and Dissatisfaction,False
"I got an error wnen I tried to pay, but I was charged amyway",41,Profile Deletion Request,False
"I'm discontent with the service, I need help lodging a consumer complaint",18,Consumer Complaints and Dissatisfaction,False
can you tell me where I can check my orders?,0,Package Tracking & Delivery Status,False
"you aren't helping, talk to a person",9,Human Interaction Support,False
"I don't understand you, can I contact a human agent?",24,Customer Support & Communication,False
I don't like the service and I want to submit a consumer complaint,18,Consumer Complaints and Dissatisfaction,False
"I want to see some invoices, can you tell me how to do it?",3,Missing Invoices & Download Issues,False
where to change to another profile,48,Profile Management & Editing,True
I want to know where to track my shipments,43,Delivery Tracking,True
I want to track my delivery,43,Delivery Tracking,True
"I have a problem when trying to pay with card, can I notify it?",45,Card Payment Issues,True
i wanna create an account,2,Account Creation Problems,False
"could you ask an agent if I could solve a fucking problrm paying, please?",7,Payment & Account Issues,False
can u show me the mail to contact customer service?,14,Customer Support Contact Info,False
can u ask an agent where to lodge a consumer complaint for a service?,-1,Outlier/Noise,False
how canI solve a payment issue ?,1,Payment Problems & Reporting,False
how do I check the status of my order?,-1,Outlier/Noise,False
"I lost my invoices, how do I check them?",3,Missing Invoices & Download Issues,False
"I have a problem paying for my online order, how can I inform of it?",46,Online Payment Issues,True
"please, ask an agent how i could inform of an fucking problem paying",7,Payment & Account Issues,False
"I'm happy with the service, what can I do to file an opinion?",11,Customer Reviews and Feedback,False
I lost my bills and I want to see them,40,Missing Bill Access & Viewing,False
where to see my bgill,3,Missing Invoices & Download Issues,False
help me check the cancellation fee,19,Cancellation Fees and Penalties,False
"I get an error message when I try to pay, what should I do?",36,Order Placement Errors,False
"I want to obtain some invoices, can you tell me how to do it?",3,Missing Invoices & Download Issues,False
"I haven't got an account, what can I do?",2,Account Creation Problems,False
can you ask an agent if I can obtain some invoices?,35,Invoice Support Requests,False
"i cant understand you and i wanna speak with a fucking human agent, please",24,Customer Support & Communication,False
i wanna know if i can register two profiles with the same email,25,Multiple Account Management,False
"I want to retrieve my account password, what can I do?",12,Password Recovery & Account Access,False
"I don't want my user account, can you cancel it?",8,Account Deletion & Cancellation,False
I don't know anything about your reimbursement policy and I want to know about it,-1,Outlier/Noise,False
I lost my account password and I want to reset it,12,Password Recovery & Account Access,False
can I make changes to the information on my profile?,48,Profile Management & Editing,True
could u ask an agent if i can solve problems paying?,7,Payment & Account Issues,False
help me open an online account,2,Account Creation Problems,False
"I have a problem when trying to pay for my online order, what should I do?",46,Online Payment Issues,True
can i check the cancellation fees ?,19,Cancellation Fees and Penalties,False
"I want information, what should I do to talk to Customer Service?",20,Customer Support & Contact,False
can I speak with a human agent?,24,Customer Support & Communication,False
"an error pops when I attempt to make a payment with card, what do I have to do?",34,Payment Error & Checkout Issues,False
"the show was postponed, request a refund",10,Event Cancellation and Refunds,False
"I ordered a product, what do I have to do to modify my order?",5,Order Modifications & Changes,False
"i want information, how could i call client service?",20,Customer Support & Contact,False
"I want to make a consumer complaint, what do I have to do?",27,Consumer Complaint Submission,False
can you show me information about the email of the Customer Service?,14,Customer Support Contact Info,False
tell me if I cann register two profiles with a single email address,25,Multiple Account Management,False
"i'd like to see a bill, can you tell me where to do it, please?",6,Missing or Lost Bills,False
"I have no online account, can I create one?",2,Account Creation Problems,False
"i discontent with the serviice, what do i have to do to lodge a complaint?",27,Consumer Complaint Submission,False
"the concert was cancelled, can I request an refund?",10,Event Cancellation and Refunds,False
"please, I want to know how to obtain some invoices",3,Missing Invoices & Download Issues,False
"I don't want my user account, how can I delete it?",8,Account Deletion & Cancellation,False
"the show was postponed, help me request a reimbursement",10,Event Cancellation and Refunds,False
"I don't like the service, I need help submitting a consumer complaint",18,Consumer Complaints and Dissatisfaction,False
I wanty to kknow how I can check my order,0,Package Tracking & Delivery Status,False
"i got an error when i attempted to make a payment, but my card was charged anyway, i need help notifying it, please",52,Payment Error & Accidental Charge,True
where to check my delivery,43,Delivery Tracking,True
"i didn't receive my invoices, can u check them?",3,Missing Invoices & Download Issues,False
where do I check mydelivery?,30,Payment Processing & Billing Errors,False
"I got an error when I attempted to make a payment, but my card was charged anyway, how can I notify it?",52,Payment Error & Accidental Charge,True
"ive got no user account, how can i create one ?",2,Account Creation Problems,False
I want to know how to track my orders,-1,Outlier/Noise,False
"I can't remember my password, what should I do to reset it?",12,Password Recovery & Account Access,False
"I lost my password, can you reset it?",12,Password Recovery & Account Access,False
"my account was hacked, what can I do to recover it?",33,Email & Contact Information,False
"I have a problem when trying to pay, I need help notifying it",1,Payment Problems & Reporting,False
"I purchased something, I need help changing my order",5,Order Modifications & Changes,False
I didn't receive my invoice and I want to check it,3,Missing Invoices & Download Issues,False
I need help seeing my bills,6,Missing or Lost Bills,False
"I bought a product, what do I have to do to change my order?",5,Order Modifications & Changes,False
how can I open an online account?,2,Account Creation Problems,False
I don't understand you and I want to speak with someone,44,Requesting Human Agent Transfer,True
"I want to know the status of my reimbursement, what do I have to do?",4,Refund & Reimbursement Policy,False
"I would like a fucking profile, what should I do?",2,Account Creation Problems,False
I want to know how I can change my order,5,Order Modifications & Changes,False
how do I track my purchase?,0,Package Tracking & Delivery Status,False
where can I switch to another online account?,38,Account Switching and Preferences,False
where to check the cancellation penalty,49,Cancellation Penalties,True
ask an agent what the email address to contacxt customer support is,20,Customer Support & Contact,False
"please, ask an agent where i can notify an issue with my payment",7,Payment & Account Issues,False
"I haven't got an account, could you create one?",2,Account Creation Problems,False
I want to download some bills,21,Bill Downloading Help,False
can u ask an agent how to track my refund?,4,Refund & Reimbursement Policy,False
can u ask an agent how i can report an isue making a payment?,7,Payment & Account Issues,False
can u ask an agent if i can solve an issue with my payment?,7,Payment & Account Issues,False
how to obtain an invoice,3,Missing Invoices & Download Issues,False
can you tell me if I get a full refund in case I cancel my tickets?,10,Event Cancellation and Refunds,False
tell me if i can change my purchase,5,Order Modifications & Changes,False
what's the email address of Client Service?,20,Customer Support & Contact,False
"I don't have a user account, what can I do to create one?",2,Account Creation Problems,False
"I got an error when I tried to pay, but my card was charged anywaay, what can I do to report it?",-1,Outlier/Noise,False
can u ask an agent how to create a profile?,17,Account Profile & Agent Changes,False
can i report a payment issue?,1,Payment Problems & Reporting,False
"I wanna see a bill, can you give me some information?",6,Missing or Lost Bills,False
"I don't want my user account, can I close it?",8,Account Deletion & Cancellation,False
"I'm happy with the service, lodge a comment",11,Customer Reviews and Feedback,False
"i wanna open a user account, what do i have to do?",2,Account Creation Problems,False
"I want to see an invoice, can you show me some information?",3,Missing Invoices & Download Issues,False
where can I check my orders?,0,Package Tracking & Delivery Status,False
"I want to use my other user account, can you switch them?",38,Account Switching and Preferences,False
can you give me information about the mail of the Client Service?,20,Customer Support & Contact,False
how to switch to anoher online account,38,Account Switching and Preferences,False
"the event was postponed, what can I do to obtain a reimbursement?",10,Event Cancellation and Refunds,False
can I have more than one user account?,13,Account Creation & Management,False
I want to know how long the delivery takes,43,Delivery Tracking,True
"please, can you ask an agent how I can check my bill?",21,Bill Downloading Help,False
could u ask an agent if i can check their payment methods?,7,Payment & Account Issues,False
I need help filing a consumer complaint,27,Consumer Complaint Submission,False
tell me what the free number to contact Customer Service is,20,Customer Support & Contact,False
where to leave an opinion,11,Customer Reviews and Feedback,False
"i want an account, can u create one?",2,Account Creation Problems,False
can you tell me if I can create more than one user account with the same email?,13,Account Creation & Management,False
"I got an error message when I attempted to make a payment, but I was charged anyway, can you inform of it, please?",26,Failed Transaction Attempts & Charges,False
"I don't like the service, what do I have to do to submit a consumer complaint?",18,Consumer Complaints and Dissatisfaction,False
show me the number of customer support,20,Customer Support & Contact,False
"I want to file a consumer complaint, what do I have to do?",27,Consumer Complaint Submission,False
ask an agent for information about downloading some bills,21,Bill Downloading Help,False
"I'm happy with the sevice, can I lodge a review?",11,Customer Reviews and Feedback,False
I want to request a bill,6,Missing or Lost Bills,False
how do I inform of an issue making a payment?,1,Payment Problems & Reporting,False
can you show me the fucking free phone number of Customer Support?,20,Customer Support & Contact,False
"I have a problem paying for my order, what should I do to notify it?",15,Online Payment Problems,False
"I want information, what can I do to speak with Customer Service?",20,Customer Support & Contact,False
"I have a problem making a payment , how can I report it?",1,Payment Problems & Reporting,False
"i need help removing my fucking user account, please",8,Account Deletion & Cancellation,False
i want information about the delivery period for my ticket,43,Delivery Tracking,True
"I want to register, can you help me?",2,Account Creation Problems,False
"the concert was cancelled, obtain a refund",10,Event Cancellation and Refunds,False
where can I change my purchase?,5,Order Modifications & Changes,False
i have a problem paying for my order and i want to inform of it,15,Online Payment Problems,False
tell me what the mail to contact Customer Service is,14,Customer Support Contact Info,False
ask an agent where i can check my invoice,35,Invoice Support Requests,False
check my packages,30,Payment Processing & Billing Errors,False
