utterance,category
can you tell me if I can create two online accounts with a single email?,ACCOUNT
"I don't want my usaer account, what should I do to remove it?",ACCOUNT
what's the email of Customer Support?,CONTACT
"I can't find ny nills, can you check them?",INVOICES
"I can't understand you , help me contact a human",CONTACT
"I get an error message when I attempt to make a payment for my order, what do I have to do?",PAYMENT
ask an agent what the free number of client service is,CONTACT
ask an agent where to check the cancellation penalty,CANCELLATION_FEE
"I have a problem paying, how do I report it?",PAYMENT
"i lost my invoice, view it",INVOICES
"i purchased something, how do I modify my purchase?",ORDER
"I haven't got an account, can I open one?",ACCOUNT
how do i report problems making a payment?,PAYMENT
what can you tell me about getting sme invoices?,INVOICES
"the concert was postponed, what do i have to do to obtain a refund?",REFUNDS
I would like to check my packages,ORDER
"I would like information, could you send an email to Customer Support, please?",CONTACT
"I want to use my other profile, help me change them",ACCOUNT
I had issues opening an account,ACCOUNT
"I purchased an item, how can I modify my order?",ORDER
"I need information , what can I do to send an email to Customer Support?",CONTACT
"i havent got an account, can i create one?",ACCOUNT
where do I track my shipment?,ORDER
could u ask an agent where to delete my fucking account?,ACCOUNT
can you tell me how I can request some bills ?,INVOICES
"i got an error when i attempted to make a payment, but my card was charged anyway, can u inform of it?",PAYMENT
can I esnd an email to Client Service?,CONTACT
"my user account's been hacked, what can I do to get it back?",ACCOUNT
"i have an issue when trying to make a payment, what do i have to do to report it?",PAYMENT
show me the email address to contact Customer Service,CONTACT
tell me how to get some bills,INVOICES
"my online account has been hacked, how could I recover it?",ACCOUNT
"can you ask an agent to check my fucking packages, please?",ORDER
"I need information, help me talk to Client Service",CONTACT
"i wanna remove my account, how can i do it?",ACCOUNT
can u ask an agent what the number of customer support is?,CONTACT
can u ask an agent what the mail of the Customer Support?,CONTACT
"I'm discontent with the service, how can I file a consumer complaint?",FEEDBACK
"i can't find my invoices, what do i have to do to check them?",INVOICES
"I would like to notify an issue paying, could you help me?",PAYMENT
"I got an error message when I attempted to pay, but I was charged anyway, can I inform of it?",PAYMENT
"the gvame was postponed, can I request arefund?",REFUNDS
"I can't remember my account password, what should I do to retrieve it?",ACCOUNT
"i dont want my fucking account, how can i delete it?",ACCOUNT
"I need an account , what can I do to create one?",ACCOUNT
"lpease, can u find information about the options for delivery?",DELIVERY
I have no user account,ACCOUNT
"I don't have a user account, what should I do to create one?",ACCOUNT
I want to know if I can register two profiles with a single email address,ACCOUNT
i wanna get information about changing my purchase,ORDER
I don't want my profile and I want to cancel it,ACCOUNT
do you have a newsletter I can subscribe to?,NEWSLETTER
help me check the delivery options,DELIVERY
can you show me the email address of Customer Service?,CONTACT
"I want to view my bill, what should I do ?",INVOICES
"i am happy with the service, i need help lodging a comment",FEEDBACK
"can you ask an agent if I can inform of payment problems, please?",PAYMENT
"I get an error message when I try to make a payment for my online order, can you help me?",PAYMENT
"I don't want my user account, could I close it?",ACCOUNT
"I got an error message when I attempted to pay, but my card was charged anyway, how do I report it?",PAYMENT
can I edit the information on my profile?,ACCOUNT
tell me if I can have several online accounts,ACCOUNT
i have a problem making a payment with card and i want to notify it,PAYMENT
"I want a refund, how do I obtain one?",REFUNDS
"my online account was hacked, recover it",ACCOUNT
"i got an error message when i tried to make a payment, but i was charged anyway, help me notify it",PAYMENT
"im interested in your reimbursement policy, tell me about it",REFUNDS
i want to know if i could register two profiles with a single email address,ACCOUNT
help me see the options for ticket delivery,DELIVERY
"you aren't helping, how do I contact someone?",CONTACT
I didn't receive my invoices and I want to view them,INVOICES
"please, can you ask an agent how I can report issues with my payment?",PAYMENT
"can you ask an agent how I can view the cancellation fees, please?",CANCELLATION_FEE
I wanna know how to modify my purchase,ORDER
where can I check my bill?,INVOICES
"i need information, how do i speai with customer service?",CONTACT
"the event was postponed, can I get a refund?",REFUNDS
i want to know where todownload an invoie,INVOICES
"I can't understand you, can you contact a person?",CONTACT
I need help getting a bill,INVOICES
can u ask an agent where to report an issue paying?,PAYMENT
can you tell me if I can get a biol?,INVOICES
"i didn't reveive my invoices, what do i have to do to check them?",INVOICES
"I got an error when I attempted to make a payment, but I was charged anyway, what can I do?",PAYMENT
tell me if I can register two online accounts with the same email address,ACCOUNT
is there a free no to contact Customer Service?,CONTACT
I purchased a product and I want to change my purchase,ORDER
"i changed my mind, how do i delete my profile?",ACCOUNT
can you show me the options for ticket delivery?,DELIVERY
"I didn't receive my bill, can you view it?",INVOICES
i wanna view the cancellation fee,CANCELLATION_FEE
"I'm happy with the service, how do I submit a comment?",FEEDBACK
can u ask an agent how to track my package?,ORDER
"I want to track my rder, canyou tell me how I can do it?",ORDER
can you find information about the mail address of the Customer Support?,CONTACT
information about your payment methods,PAYMENT
can you tell me how fast I can expect my ticket to arrive?,DELIVERY
i wanna know if i can register several profiles with the same email,ACCOUNT
"I want to see your payment methods, what do I have to do?",PAYMENT
i have a problem paying with card and i wanna inform of it,PAYMENT
how to inform of problems with my payment,PAYMENT
I get an error when I try to pay,PAYMENT
"I got an error message when I attempted to make a payment, but my card was charged anyway, can you report it?",PAYMENT
"I can't find my invoices, ohw can I see them?",INVOICES
I have an issue when trying to pay for my order and I want to report it,PAYMENT
ask an agent to lodge a consumer complaint for a service,FEEDBACK
i can't find my invoices and i wanna view them,INVOICES
"I don't want my online account, I need help deleting it",ACCOUNT
"I changed my mind, what should I do to cancel my online account?",ACCOUNT
where toobtain a refund,REFUNDS
"I can't find my bill, how can I view it?",INVOICES
I wanna ask for information about changing my order,ORDER
"someone stole my fucking account password, reset it",ACCOUNT
"please, can u ask an agent where to inform of a payment issue?",PAYMENT
can u ask an agent to show me information about my invoice?,INVOICES
can you speakwith a human?,CONTACT
I lost my bill and I want to check it,INVOICES
how can I open a user account?,ACCOUNT
"I get an error when I try to pay, what should I do?",PAYMENT
can u ask an agernt to create a user account?,ACCOUNT
"i have a problem paying, i need help informing of it",PAYMENT
can I talk to Client Service?,CONTACT
"my profile was hacked, how do I recover it?",ACCOUNT
ask an agent how i can register,ACCOUNT
"I've got no user account, help me open one",ACCOUNT
"I got an error when I attempted to make a payment, but I was charged anyway, notify it",PAYMENT
where could I inform of issues with my payment?,PAYMENT
"i want to file a comment for a service, what can i do?",FEEDBACK
can I view the status of my reimbursement?,REFUNDS
I want to know where I can get an invoice,INVOICES
i havent got a user account and i wanna open one,ACCOUNT
"im happy with the service, i need help submitting a comment",FEEDBACK
"i have a problem when trying to pay for my online order, inform of it",PAYMENT
where do I create a profile?,ACCOUNT
"i dnt understand you, speak with a human agent",CONTACT
"I want to retrieve my password, can you help me?",ACCOUNT
I haven't got an account and I want to create one,ACCOUNT
where do I viwe the status of my purchase?,ORDER
I need help tracking ym redfund,REFUNDS
can u show me the email address to contact customer service?,CONTACT
"I have a problem paying for my online order, can you notify it?",PAYMENT
where to report a problem paying,PAYMENT
"could you ask an agent where I can report issues making a payment, please?",PAYMENT
i need information about the mail of the Customer Service,CONTACT
I wanna know where I can check my deliveries,ORDER
where can I make a consumer complaint?,FEEDBACK
I don't understand you and I want to contact a human agent,CONTACT
"I purchased something, how do I change my order?",ORDER
"I made an mistake, how do I chnage my purchase?",ORDER
can u ask an agent if i can file a consumer complaint for a service?,FEEDBACK
"I didn't receive my invoice, show it",INVOICES
"I want to see an invoice , can you tell me where I can do it?",INVOICES
"I lost my bills, what should I do to see them?",INVOICES
"help me notify issues paying, please",PAYMENT
"I'm happy with the service, can I make a comment?",FEEDBACK
"ask an agent where i can check the options for delivery, please",DELIVERY
can you find information about your reimbursement policy?,REFUNDS
could u ask an agent where i can inform of fucking issues making a payment?,PAYMENT
"Id like to download an invoice, could you tell me how I can do it?",INVOICES
"an error pops when i try to pay, what should i do?",PAYMENT
i have a question and i want to send an email to customer service,CONTACT
"I want to obtain an invoice, tell me how I can do it",INVOICES
"im discontent with the service, how do i lodge a consumer complaint?",FEEDBACK
"id like to check the cancellation penalty, what do i have to do?",CANCELLATION_FEE
"I want to obtain a bill, tell me how I can do it",INVOICES
"I want information, can you speak with Customer Service, please?",CONTACT
can I register more than one online account with the same email address?,ACCOUNT
i wanna know how I can see some bills,INVOICES
"I'm not happy with the service, how can I submit a consumer complaint?",FEEDBACK
"I want to track my purchase, can you help me?",ORDER
what information do you have about modifying my order?,ORDER
"ask an agent what the fucking phone number of Customer Service is, please",CONTACT
"could you ask an agent if I could report a fucking payment issue, please?",PAYMENT
how can i view my invoice?,INVOICES
has my refund been processed?,REFUNDS
"I got an error when I attempted to pay, but my card was charged anyway, how do I inform of it?",PAYMENT
"I don't understand you, what do I have to do to speak with someone?",CONTACT
"i have a problem when trying to pay, can u inform of it?",PAYMENT
where to check the status of my order,ORDER
"I bought an item, what can I do to change my purchase?",ORDER
I'm discontent with the service and I want to make a consumer complaint,FEEDBACK
"I lost my bills, can you check them?",INVOICES
"i wanna know if i could modify my order, please",ORDER
I wanna know where to check my orders,ORDER
"i have an issue when trying to make a payment, i need help notifying it",PAYMENT
"I want to see a bill, can you tell me where I can do it, please?",INVOICES
ask an agent how i can view my invoices,INVOICES
"I want to create a profile, what can I do?",ACCOUNT
"I bought something, what do I have to do to change my purchase?",ORDER
i want to know if i can pay with credit card,PAYMENT
how to solve issues with my payment,PAYMENT
"I want to use my other account, I need help changing them",ACCOUNT
"I want to see some bills, can you tell me how I can do it?",INVOICES
I'd like to leave a comment for a service,FEEDBACK
"your not helping, what do I have to do to speak with someone?",CONTACT
"could you ask an agent to provide information about my bills, please ?",INVOICES
"i wanna know if i could register several profiles with a single email address , please",ACCOUNT
"i have a queestion, help me contact customer service",CONTACT
"I got an error message when I attempted to make a payment, but I was charged anyway, help me notify it",PAYMENT
"i dont like the service, can i lodge a complaint?",FEEDBACK
"i have a question, could i speak with fucking customer support, please?",CONTACT
I want to tack my orders,ORDER
"I got an error message when I tried to pay, but I was charged anyway, how can I notify it?",PAYMENT
"I want an account, can I open one?",ACCOUNT
can u as an agent where to obtain an invoice?,INVOICES
"I have a problem making a paymemt, help me notify it",PAYMENT
"I want to lodge a comment for a service, what do I have to do?",FEEDBACK
help me remove my account,ACCOUNT
"can you ask an agent ohw to get a fucking invoice, please?",INVOICES
"the event was cancelled, what should I do go get a refund?",REFUNDS
"I don't have a user account, what should I do to opn one?",ACCOUNT
show me the free number to contact client service,CONTACT
"I forgot my account password, how can I retrieve it?",ACCOUNT
could you ask an agent if I could speak with Client eSrvice?,CONTACT
"my profile was hacked, what can i do?",ACCOUNT
I need help changing to another online account,ACCOUNT
can I register more than one profile with the same email address?,ACCOUNT
whats the number to contact Customer Service?,CONTACT
"ask an agent to speak with customer support,please",CONTACT
"I want to check my invoice, what do I have to do?",INVOICES
"I want to use my other account, how do I change them?",ACCOUNT
"I want to file a review, can you help me?",FEEDBACK
"I want to obtain a bill, can you tell me where to do it?",INVOICES
"I got an error when I tried to pay, but I was charged anyway and I want to notify it",PAYMENT
"you're not helping, what can I do to talk to a human agent?",CONTACT
can tou tell me where to download a bill?,INVOICES
i need help reporting an issue making a payment,PAYMENT
"I want to solve a payment problem, what should I do?",PAYMENT
"i dont like the service, submit a consumer complaint, please",FEEDBACK
"I have a problem when trying to make a payment, how can I notify it?",PAYMENT
"I need information, can I speak with Client Service?",CONTACT
"please, ask an agent to solve an issue with my payment",PAYMENT
could you track my package?,ORDER
"I'm happy with the service, what should I do to submit a comment?",FEEDBACK
"i have a problem when trying to pay for my online order, what should i do to inform of it?",PAYMENT
"I have an issue paying with card, how can I notify it?",PAYMENT
"I got an error when I attempted to pay, but my card was charged anyway, what can I do to inform of it?",PAYMENT
"I got an error when I attempted to make a payment, but I was charged anyway, what can I do to inform of it?",PAYMENT
"I have no online account, help me create one",ACCOUNT
how to view the options for ticket delivery,DELIVERY
I wanna request information about seeing some bills,INVOICES
show me the mail to contact Custome Support,CONTACT
can you tell me the free phone number to contact Customer Sevrice?,CONTACT
can u ask an agent where to close my online account?,ACCOUNT
"I got an error message when I attempted to make a payment, but I was charged anyway, what should I do to report it?",PAYMENT
"I have a issue when trying to pay with card, help me notify it",PAYMENT
tell me if I can register more than one account with a single email address,ACCOUNT
"I forgot my password, what can I do to reset it?",ACCOUNT
"i dont understand you, can i talk to a human agent?",CONTACT
my fucking user account was hacked and i want to recover it,ACCOUNT
can you show me information about the cancellation penalty?,CANCELLATION_FEE
ask an agent if there is a free number to contact customer support,CONTACT
"the event was postponed, what should I do to obtain a reimbursement?",REFUNDS
could you ask an agent how I can retrieve my password?,ACCOUNT
how can I obtain an invoice?,INVOICES
I want to knpw how soon I can expect my ticket,DELIVERY
"i need information, speak with client service",CONTACT
"i want to notify an issue paying, what do i have to do?",PAYMENT
"an error message pops when I try to make a payment for my order, what can I do?",PAYMENT
request an invoice,INVOICES
how can I register?,ACCOUNT
ive got no account and i want to create one,ACCOUNT
could u ask an agent what the mail address of the Customer Service?,CONTACT
i am happy with the service and i wanna lodge an opinion,FEEDBACK
i want information and i want to talk to customer service,CONTACT
"I want to see the status of my reimbursement, what do I have to do?",REFUNDS
could you ask an agent if I could change to another account?,ACCOUNT
i want to know if i can create more than one profile with the same email,ACCOUNT
"I forgot my account password, can you recover it?",ACCOUNT
"I got an error message when I attempted to pay, but my card was charged anyway, can I inform of it?",PAYMENT
what can you tell me about modifying my order?,ORDER
"please, can you ask an agent where to check my delivery?",ORDER
I want to know if I can check my shipment,ORDER
"I got an error when I tried to make a payment, but my card was charged anyway, what should I do to notify it?",PAYMENT
"I want to file a complaint for a service, can you help me?",FEEDBACK
"I'm happy with the service, what can I do to lodge a review?",FEEDBACK
ask an agent to report a payment problem,PAYMENT
I want to know where I can track my packages,ORDER
"id like an account, create one, please",ACCOUNT
"my profile's been hacked, what should I do to recover it?",ACCOUNT
"i forgot my account password, can i recover it?",ACCOUNT
how do I notify problems with my payment?,PAYMENT
what's the free phone no to contact Customer Support?,CONTACT
I don't want my account and I want to remove it,ACCOUNT
can you tell me what the email of the Customer Support is?,CONTACT
help me check the status of my refund,REFUNDS
I changed my mind and I want to close my profile,ACCOUNT
"help me notify a fucking problem making a payment, please",PAYMENT
"id like to ask for information about changing my purchase, please",ORDER
can you tell me how to get some invoices?,INVOICES
"can u ask an agent whats the status of my oeder, please?",ORDER
"can you ask an agent how I can request a fucking reimbursement, please?",REFUNDS
ive got no user account and i wanna register,ACCOUNT
I'm interested in your money back guarantee,REFUNDS
"the concert was cancelled, what should I do to get a refund?",REFUNDS
I can't understand you and I want to speak with someone,CONTACT
can I own several online accounts?,ACCOUNT
"I want to use my other profile, how can I change them?",ACCOUNT
"ive got no online account, how can i open one?",ACCOUNT
"I want to request a bill, can you show me some information?",INVOICES
I'm having issues creating a profile,ACCOUNT
"I want a reimbursement, what should I do to request on?",REFUNDS
"I've got no online account, what can I do to open one?",ACCOUNT
"I need information, I need help calling Customer Support",CONTACT
"i wanna see the fucking status of my refund, what can i do?",REFUNDS
ask an agent fi I get an full refund in case I cancel my ticket,REFUNDS
"I bought something, what do I have to do to modify my fucking order?",ORDER
can you tell me how to request some invoices?,INVOICES
"please, could you show me the fucking phone number of Customer Service?",CONTACT
I've got no online account and I want to register,ACCOUNT
ask an agent to find information about the delivery options,DELIVERY
"I have a problem when trying to pay for my online order, can you help me?",PAYMENT
"I've got no profile, what should I do to create one?",ACCOUNT
I want to get information about getting a bill,INVOICES
"i got an error message when i tried to make a payment, but my card was charged anyway, how can i notify it?",PAYMENT
o want to contact a human,CONTACT
help me report issues with my payment,PAYMENT
tell me how I can receive the newsletter,NEWSLETTER
"someone stole my account password, reset it",ACCOUNT
"I got an error when I tried to pay, but my card was charged anyway",PAYMENT
can you ask an agent if I could download a fucking bill?,INVOICES
"ask an agent where I can see the fucking options for ticket delivery, please",DELIVERY
"I want to obtain a reimbursement, what do I have to do?",REFUNDS
I need help speaking with fucking Customer Support,CONTACT
can you tell me the email address to contact Customer Service?,CONTACT
how doI speak with someone?,CONTACT
"i have an issue paying for my online order, how do i report it?",PAYMENT
"I changed my mind, I need help deleting my account",ACCOUNT
where can I inform of issues with my payment?,PAYMENT
"I'm happy with the service, how can I make a review?",FEEDBACK
are my orders on their way?,ORDER
I need help writing a review,FEEDBACK
"i want to track my order, what should i do?",ORDER
"the payment won't go through, what should I do?",PAYMENT
"i need a reimbursement, how can i obtain one?",REFUNDS
"I got an error message when I attempted to pay, but I was charged anyway, help me inform of it",PAYMENT
I've got no user account,ACCOUNT
could you ask an agent where to inform of fucking problems with my payment?,PAYMENT
"I got an error when I tried to make a payment, but my card was charged anyway, what do I have to do to notify it?",PAYMENT
"I have a problem paying, can you notify it?",PAYMENT
"i need information, talk to customer support, please",CONTACT
"i have a question, can u speak with client service, please?",CONTACT
I want information about the options for ticket delivery,DELIVERY
"I need information, what can I do to send an email to Customer Service?",CONTACT
how can I download an nivoice?,INVOICES
"i wanna see your reimbursement policy, what should i do?",REFUNDS
"I need a user account, can I open one?",ACCOUNT
i need help requesting an refund,REFUNDS
"you arent helping, what should i do to speak with a human?",CONTACT
"I can't understand you, contact a human agent",CONTACT
"I don't want my account, I need help canceling it, please",ACCOUNT
I had problems when trying to create a profile,ACCOUNT
"i have a problem when trying to make a payment, what can i do?",PAYMENT
"my profile's been hacked, i need help recovering it",ACCOUNT
i wanna see the number to contact client service,CONTACT
"youre not helping, how can i contact a human agent?",CONTACT
can I write a comment for a service?,FEEDBACK
I wanna know how to see some invoices,INVOICES
"the game was postponed, what should i do to request a reimbursement?",REFUNDS
"I want information, help me contact Customer Service",CONTACT
ask an agent how I can request somebills,INVOICES
"I'm happy with the service, file a comment",FEEDBACK
"my fucking online account's been hacked and i wanna get it back, please",ACCOUNT
"i have a problem when trying to make a payment, inform of it",PAYMENT
"please, ask an agent how I can notify payment problems",PAYMENT
"I made a mistake, what do I have to do to change my purchase?",ORDER
ask an agent where i can register,ACCOUNT
"I lost my bills, I need help viewing them",INVOICES
"I'm happy with the service, what should I do to file a comment?",FEEDBACK
"you're not helping, can I talk to a human?",CONTACT
I would like to contact Customer Support,CONTACT
"ask an agent if i can edit my shipping address, please",SHIPPING
tell me what the number to contact Client Service is,CONTACT
tell me how I can change my order,ORDER
where do I get a refund?,REFUNDS
"I got no payment validation, what should I do?",PAYMENT
"I got an error when I attempted to pay, but my card was charged anyway, what shouldI do to notify it?",PAYMENT
"I want to modify my purchase, can you give me some information?",ORDER
"ask an agent where i could check the options for delivery , please",DELIVERY
can I make a payment with Visa?,PAYMENT
"I can't find my invoice, how can I check it?",INVOICES
ask an agent how i can file a consumer complaint for a service,FEEDBACK
"my profile has been hacked, how can i recover it?",ACCOUNT
"I get an error message qhen I try to pay with card, what can I do?",PAYMENT
"I want to check the status of my refund, what can I do?",REFUNDS
ask an agent where to see their payment methods,PAYMENT
"my online account's been hacked, recover it",ACCOUNT
"I need information, how can I call Customer Support?",CONTACT
"you arent helping, what do i ave to do tro talk to a human?",CONTACT
where do I switch to another profile?,ACCOUNT
I ordered a product and I want to change my purchase,ORDER
"I can't understand you, what should I do to speak with someone?",CONTACT
"I need help checking your fucking payment methods, please",PAYMENT
"I got an error message when I tried to pay, but my card was charged anyway, how do I notify it?",PAYMENT
"I purchased a product, I need help modifying my order",ORDER
"could you ask an agent how I can request some bills, please?",INVOICES
"i wanna check the status of my reimbursement, can u help me?",REFUNDS
"I want to notify a problem with my payment, can you help me?",PAYMENT
"can you tell me if I can track my shipment, please?",ORDER
where to notify a payment problem,PAYMENT
i wqnna switch to another user account,ACCOUNT
"i purchased an item, can I modify my fucking purchase, please?",ORDER
information about downloading an invoice,INVOICES
"i need a refund, what do i have to do to obtain one?",REFUNDS
"the game was postponed, what do I have to do?",REFUNDS
"can u ask an agent if there is a free phone number to contact customer support, please?",CONTACT
"please, could you tell me if I can modify my order?",ORDER
"could you ask an agent fi I can solv a problem with my payment, please?",PAYMENT
"i want to file a comment, could u help me?",FEEDBACK
can i register two profiles with the same email address?,ACCOUNT
"I'm not happy with the service, I need help lodging a complaint",FEEDBACK
"im happy with the service, what do i have to do to lodge a comment?",FEEDBACK
where to notify payment issues,PAYMENT
"I want to solve a problem paying, what do I have to do?",PAYMENT
"please, ask an agent if i could notify problems paying",PAYMENT
"I haven't got an profile, what can I do to create one?",ACCOUNT
"ive got no user account, what should i do to register?",ACCOUNT
"the concert was postponed, what should i do to request a reimbursement?",REFUNDS
where do I notify a problem with my payment?,PAYMENT
"I don't like the service, I need help lodging a consumer complaint",FEEDBACK
"please, ask an agent if i could lodge a consumer complaint",FEEDBACK
"I can't find my invoice, what should I do to check it?",INVOICES
I'm having an issue with the registration,ACCOUNT
"I am interested in your fucking reimbursement policy, tell me about it",REFUNDS
ask an agent where to notify problems with my payment,PAYMENT
"you aren't helping, can you talk to someone?",CONTACT
I'm happy with the service and I want to file an opinion,FEEDBACK
I want to know what the free phone number to contact Customer Support is,CONTACT
"the event was cancelled, how can i get a refund?",REFUNDS
an error messagd pops when I attempt to pay with card,PAYMENT
I wanna know where I can get a bill,INVOICES
"i want to see your money back policy, can u help me?",REFUNDS
where can i view your refund policy?,REFUNDS
"the event was postponed, what do I have to do to obtain a refund?",REFUNDS
tell me how to know where my shipments are,ORDER
"I ordered something, how can I change my purchase?",ORDER
"i have an issue making a payment with card, what can i do to inform of it?",PAYMENT
"I'd like information, could you talk to Customer Service, please?",CONTACT
where to view my bill,INVOICES
"please, can you tell me if I can create several accounts with the same email?",ACCOUNT
"I got an error message when I tried to pay, but I was charged anyway, report it",PAYMENT
help me track my order,ORDER
"I changed my mind, delete my account",ACCOUNT
"I don't like the service, what do I have to do to make a consumer complaint?",FEEDBACK
can u ask an agent how to see their payment methods?,PAYMENT
"could you ask an agent if i could track my package, please?",ORDER
tell me were my order is,ORDER
can I solve a problem paying?,PAYMENT
help me check my delivery,ORDER
how do I view the cancellation fees?,CANCELLATION_FEE
information about the mail of the Customer Service,CONTACT
I had an issue with the registration,ACCOUNT
where ca i see the status of my order?,ORDER
I changed my mind and I want to delete my profile,ACCOUNT
"i dont have a shipping address, help me set one up",SHIPPING
"I didn't receive my invoices, how can I see them?",INVOICES
"i ordered an item, i need help modifying my purchase",ORDER
"an error message pops when I attempt to make a payment for my order, what sould I do?",PAYMENT
"im discontent with the service, help me file a consumer complaint",FEEDBACK
can u show me the mail address to contact customer service?,CONTACT
"i want to view the ticket delivery options, what should i do?",DELIVERY
"i got an error when i tried to make a payment, but i was charged anyway, help me notify it",PAYMENT
"I have a problem when trying to pay, what should I do to report it?",PAYMENT
can u ask an agent where to see their payment methods?,PAYMENT
"I have an issue when trying to pay for my online order, can you inform of it ?",PAYMENT
tell me if I can create several profiles with the same eemail,ACCOUNT
can you tell me the email address to contact customer support?,CONTACT
where to track my packages,ORDER
"I want to report a problem paying, can you help me?",PAYMENT
how do I view the options for delivery?,DELIVERY
"I want to report an issue with my payment, what can I do?",PAYMENT
"I would like information about the mail address of the Client Service, please",CONTACT
I want to know how long refunds take,REFUNDS
where to see the delivery options,DELIVERY
I need help checking the cancellation penalty,CANCELLATION_FEE
"i have no shipping address, what do i have to do to set it up?",SHIPPING
I don't know anything about your money back guarantee,REFUNDS
I want to know what the email to contact Customer Support is,CONTACT
"I have a question, can I call Client Service?",CONTACT
"I'm happy with the service, how do I file a review?",FEEDBACK
"I purchassed osmething, how can i modify my order?",ORDER
can you telol me if I can register two online accounts with the same email address?,ACCOUNT
i wanna leave a comment for a service,FEEDBACK
"i am happy with the service, can i file a review?",FEEDBACK
how do I speak with a human?,CONTACT
"I got an error message when I tried to pay, but my card was charged anyway, how can I report it?",PAYMENT
I get an error when I try to pay with card,PAYMENT
is there a newsletter I can receive?,NEWSLETTER
"u are not helping, what can i do to talk to a person?",CONTACT
"I want to notify a payment issue, what do I have to do?",PAYMENT
tell me what the email to contact Customer Service is,CONTACT
"I want to get an invoice, can you give me some information?",INVOICES
"I want to modify my purchase, can you tell me where I can do it?",ORDER
could you ask an agent about the cancellation fee?,CANCELLATION_FEE
can you ask an agent how I can track my orders?,ORDER
can u give me information about the cancelation penaltes?,CANCELLATION_FEE
i want to call client service,CONTACT
I want to know if i can change my order,ORDER
"youre not helping, what should i do to speak with someone?",CONTACT
I want to obtain a reimbursement,REFUNDS
I want information and I want to speak with Customer Service,CONTACT
can u ask an agent how o track my order?,ORDER
I want to know what the phone number to contact Customer Service is,CONTACT
how can I delete my profile?,ACCOUNT
"I bought an item, help me change my purchase, please",ORDER
show me the mail of Client Service,CONTACT
"i dont understand you, help me talk to fucking someone, please",CONTACT
can you tell me what the number to contact Client Service is?,CONTACT
"i need a refund, can i request one?",REFUNDS
can you ask an agent if i can request some bills?,INVOICES
tell me where I can subscribe to the newsletter,NEWSLETTER
"i lost my bill, can i see it?",INVOICES
"I want to solve an issue paying, can you help me?",PAYMENT
can you show me the email address to contact Customer Support?,CONTACT
"I got an error when I attempted to pay, but I was charged anyway, what should I do to notify it?",PAYMENT
ask an agent where I could check the status of my refund,REFUNDS
I need information about the email of the Client Service,CONTACT
"my online account was hacked, can I get it back?",ACCOUNT
tell me if I can obtain some invoices,INVOICES
where do I check my package?,ORDER
could you tell me if there is any human available?,CONTACT
my online account's been hacked and I want to get it back,ACCOUNT
"i wanna download an invoice, tell me where to do it",INVOICES
"I need an refund, what do I have to do toobtain one?",REFUNDS
"you arent helping, how do i speak with a human agent?",CONTACT
"I have a problem when trying to pay for my order, what should I do to inform of it?",PAYMENT
how can I view the status of my order?,ORDER
"ask an agent how i can report an issue sith my payment, please",PAYMENT
"I want to track my shipment, tell me where to do it",ORDER
can you tell me how I can request an invoice?,INVOICES
"I haven't got a user account, I need help opening one",ACCOUNT
I need help updating the information on my profile,ACCOUNT
where do I change to another profile?,ACCOUNT
"the concert was postponed, what do I havbe to do to get a refund?",REFUNDS
i want to know if there's a newsletter i can receive,NEWSLETTER
"I have no account, I need help creating one",ACCOUNT
where to make changes to my shipping address,SHIPPING
can you tell me where to see an invoice?,INVOICES
"I got an error message when I tried to pay, but my card was charged anyway, what can I do to inform of it?",PAYMENT
"i ordered an item, what do I have to do to modify my order?",ORDER
can u ask an agent where i can report a problem paying?,PAYMENT
I want to use my other user account,ACCOUNT
I've got no user account and I want to register,ACCOUNT
"I have an issue paying, how do I notify it?",PAYMENT
"I want to change my purchase, can you tell me how to do it?",ORDER
"the event was cancelled, what can I do to request a refund?",REFUNDS
show me the mail address to contact Customer Service,CONTACT
what information do you have about subscribing to the newsletter ?,NEWSLETTER
"do you mind asking an agent if I could obtain some bills, please?",INVOICES
"I can't remember my account password, how do I reset it?",ACCOUNT
i wanna see the email of customer service,CONTACT
"I don't understand you, I need help contacting a person",CONTACT
ask an agent where i can inform of an issue with my payment,PAYMENT
"please, could you tell me the phone number of Customer Support?",CONTACT
I'd like a fucking user account and I want to create one,ACCOUNT
I want to see the free number of Customer Support,CONTACT
can you tell me if I can check my order?,ORDER
"I can't remember my account password, what should I do?",ACCOUNT
"could you ask an agent for information about getting some invoices, please?",INVOICES
"I didn't get a payment confirmation, what should I do?",PAYMENT
"i purchased something, what do i have to dl to modify my purchase?",ORDER
"i need a refund, help me request one",REFUNDS
i want to solve fucking problems paying,PAYMENT
can u ask an agent how I can know where my orders are?,ORDER
how can I modify my shipping address?,SHIPPING
"I want to report an issue paying, what can I do?",PAYMENT
"you're not helping, can I contact someone?",CONTACT
"i want information, what should i do to call customer service?",CONTACT
i wanna get information about seeing a bill,INVOICES
"I want to see a invoice, tell me how I can do it",INVOICES
can u ask an agent if I can check my orders?,ORDER
how to contact customer service,CONTACT
tell me where to check my delivery,ORDER
how do I see the ticket delivery options?,DELIVERY
the event was postponed and i wanna request a refund,REFUNDS
the game was cancelled and i wanna obtain a reimbursement,REFUNDS
where to inform of a problem paying,PAYMENT
ask an agent how I can obtain some bills,INVOICES
"I got an error message when I attempted to pay, but my card was charged anyway, can you help me?",PAYMENT
I wanna know how I can know where my deliveries are,ORDER
