flags,utterance,category,intent
BMLZ,I had a problem whlie creating a profile,ACCOUNT,registration_problems
BILC,"I want to inform of an issue paying, can you help me?",PAYMENT,payment_issue
BILQC,"i want to report a problem paying, can u help me?",PAYMENT,payment_issue
BL,tell me if I can register two profiles with the same email address,ACCOUNT,create_account
BILCZ,"you aren't helping, how do I speak with a human ?",CONTACT,contact_human_agent
BLC,"I got an error message when I attempted to pay, but I was charged anyway, notify it",PAYMENT,payment_issue
BLC,"I got an error message when I tried to pay, but I was charged anyway, help me inform of it",PAYMENT,payment_issue
BIQC,"the event was cancelled, how can I get a refund?",REFUNDS,get_refund
BILC,"i got an error when i attempted to pay, but my card was charged anyway, what should i do?",PAYMENT,payment_issue
BILC,"I want to make a review, what can I do?",FEEDBACK,review
BIPD,"could you ask an agent to edit the information on my profile, please?",ACCOUNT,edit_account
BIPMLDW,"please, could you ask an agent how I could view my fucking bill?",INVOICES,check_invoices
BLCZ,"I changed my mind, cancle my user account",ACCOUNT,delete_account
BILC,"i want to see your money back guarantee, what can i do?",REFUNDS,check_refund_policy
BLW,how to speak with a fucking human agent,CONTACT,contact_human_agent
BLQZ,I want to know what the frere number of Customer Service is,CONTACT,contact_customer_service
BILQC,"I ordered an item, how can i modify my order?",ORDER,change_order
BQC,"you arent helping, help me contact a human agent",CONTACT,contact_human_agent
BCZ,I'm  interested in your refund policy and I wantinformation about it,REFUNDS,check_refund_policy
BIPLWC,"I'm discontent with the service, can you file a fucking complaint, please?",FEEDBACK,complaint
B,how to set up my shipping address,SHIPPING,set_up_shipping_address
BL,check the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BIL,where do I lodge a consumer complaint?,FEEDBACK,complaint
BILC,"an error message pops when I try to pay for my order, can you help me?",PAYMENT,payment_issue
BSQZ,i need heop checking the delivery options,DELIVERY,delivery_options
BILC,"I changed my mind, how do I delete my profile?",ACCOUNT,delete_account
BMLQ,I wanna know how to obtain some invoices,INVOICES,get_invoice
BLC,"I've got no online account, register",ACCOUNT,create_account
BIPLQ,where could I view your money back policy?,REFUNDS,check_refund_policy
BPLEQC,i ordered a product and i would like to modify my order,ORDER,change_order
BILQC,"the game was postponed, what do I have to do to request a reimbursement?",REFUNDS,get_refund
B,tell me when my ticket will arrive,DELIVERY,delivery_period
BIL,can you tell me what the email of the Customer Service is?,CONTACT,contact_customer_service
BILQC,"I need information, how do I talk to Customer Support?",CONTACT,contact_customer_service
BSLZ,I need help leaving an opinion for a esrvce,FEEDBACK,review
BIPLZ,"could you tell me if my shipment is on its way, please ?",ORDER,track_order
BML,I want to know if I can create more than one online account with a single email address,ACCOUNT,create_account
BILQC,"I have a problem paying for my online order, how can I notify it?",PAYMENT,payment_issue
BILC,"I have an issue making a payment with card, what should I do to report it?",PAYMENT,payment_issue
BQD,ask an agent how to get a refund,REFUNDS,get_refund
BSLQCZ,"im happy with the service, i need help maikng a comment",FEEDBACK,review
BQZ,I have an issue ayign for my order,PAYMENT,payment_issue
BIZ,"I want to get an invoice, can you tell mewhere to do it?",INVOICES,get_invoice
BML,tell me if I can create more than one account with the same email address,ACCOUNT,create_account
BILC,"you're not helping, how do I talk to someone?",CONTACT,contact_human_agent
BILQCZ,"i want to see the acncellation penalty, what should i do?",CANCELLATION_FEE,check_cancellation_fee
BILC,"I want to check my order, can you tell me how I can do it?",ORDER,track_order
BSLQZ,I need help checking the status off my reimbursement,REFUNDS,track_refund
BILZ,where do I see the delivery optinos?,DELIVERY,delivery_options
BIL,can you give me information about the options for delivery?,DELIVERY,delivery_options
BIL,can you tell me how to check my delivery?,ORDER,track_order
BLC,"I have an issue paying for my online order, inform of it",PAYMENT,payment_issue
BILQC,"i have a problem when trying to make a payment with card, can i notify it?",PAYMENT,payment_issue
BLZ,i want to know how to nodify my order,ORDER,change_order
BLZ,show me your paymebt methods,PAYMENT,check_payment_methods
BIPLQD,could u ask an agent how i can check the ticket delivery options?,DELIVERY,delivery_options
BILC,"I want to see your refund policy, can you help me?",REFUNDS,check_refund_policy
BIZ,can I contact Custoer Service?,CONTACT,contact_customer_service
BLQC,"i got an error message when i tried to pay, but i was charged anyway, i need help notifying it",PAYMENT,payment_issue
BILQ,where do i see the options for delivery?,DELIVERY,delivery_options
BQZ,Iwant to know when my ticket will arrive,DELIVERY,delivery_period
BIM,what are the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BIMLQ,can u check my orders?,ORDER,track_order
BLC,"i have no account, register",ACCOUNT,create_account
BILQC,"my user account was hacked, how do I get it back?",ACCOUNT,recover_password
BILQC,"i want to lodge a comment, can u help me?",FEEDBACK,review
BILC,"the concert was postponed, how do i request a refund?",REFUNDS,get_refund
BPLQD,"ask an agent to notify a payment issue, please",PAYMENT,payment_issue
BLZ,an error pops  when I try to make an payment with card,PAYMENT,payment_issue
BSLQ,I need help seeing the options for delivery,DELIVERY,delivery_options
BIPMD,"please, can you ask an agent how to report issues with my payment?",PAYMENT,payment_issue
BLQD,ask an agent how i can call customer support,CONTACT,contact_customer_service
BML,help me check my packages,ORDER,track_order
BILQC,"the concert was cancelled, what do i have to do to request a reimbursement?",REFUNDS,get_refund
BILC,"I want to use my other user account, can I change them?",ACCOUNT,switch_account
BILC,"I got an error message when I tried to pay, but my card was charged anyway, how can I notify it?",PAYMENT,payment_issue
BIQ,where do i place an order?,ORDER,place_order
BL,where to check the ticket delivery options,DELIVERY,delivery_options
BPLQDW,"please, ask an agent how to remove my fucking account",ACCOUNT,delete_account
BILQD,can u ask an agent for information about their money back policy?,REFUNDS,check_refund_policy
BILQC,"the event was postponed, can i request a reimbursement?",REFUNDS,get_refund
BPLC,"the concert was cancelled, request a refund, please",REFUNDS,get_refund
BIMSL,what information can you tell me about seeing some bills?,INVOICES,get_invoice
BILQCZ,"I have a problm when trying to  pay with card, what can I do?",PAYMENT,payment_issue
BILQ,how can I close my account?,ACCOUNT,delete_account
BIPLC,"I'd like to report a problem paying, could you help me?",PAYMENT,payment_issue
BLC,"my account was hacked, get it back",ACCOUNT,recover_password
BILC,"someone stole my password, what do i have to do to reset it?",ACCOUNT,recover_password
BIPLWC,"I'd like to file a fucking consumer complaint for a service, what should I do?",FEEDBACK,complaint
BILC,"I have an issue when trying to make a payment with card, what should I do?",PAYMENT,payment_issue
BILC,"I want to delete my online account, how can I do it?",ACCOUNT,delete_account
BILQC,"I want to get a reimbursement, what should I do?",REFUNDS,get_refund
BILC,"I don't understand you, how can I speak with a human agent?",CONTACT,contact_human_agent
BIPLQC,"the game was cancelled, could i obtain a reimbursement?",REFUNDS,get_refund
BLDZ,ask an agent where to open a online account,ACCOUNT,create_account
BIL,how can I request an invoice?,INVOICES,get_invoice
BILQD,can u ask an agent how to switch to another profile?,ACCOUNT,switch_account
BML,help me inform of payment issues,PAYMENT,payment_issue
BL,help me receive a refund,REFUNDS,get_refund
BL,I want to see the mail to contact Customer Support,CONTACT,contact_customer_service
BILC,"my user account was hacked, how can I get it back?",ACCOUNT,recover_password
BMSL,I want information about downloading some invoices,INVOICES,get_invoice
BILQC,"I made a mistake, how do I modify my order?",ORDER,change_order
BLQC,"I got an error when I tried to pay, but I was charged anyway and I want to inform of it",PAYMENT,payment_issue
BLQC,"I have no user account, open one",ACCOUNT,create_account
BILCZ,"the concert was canceloed, what should I do to get a reimbursement?",REFUNDS,get_refund
BILQCZ,"Igot an error when I tried to pay, but my card was charged anyway , what do I have to do to notify it?",PAYMENT,payment_issue
BIL,where do I close my account?,ACCOUNT,delete_account
BILC,"my account's been hacked, what can I do?",ACCOUNT,recover_password
BL,help me update the information on my profile,ACCOUNT,edit_account
BLC,"you aren't helping, talk to someone",CONTACT,contact_human_agent
BIQDW,can u ask an agent how to contact fucking customer service?,CONTACT,contact_customer_service
BILC,"I can't remember my account password, can you reset it?",ACCOUNT,recover_password
BLCZ,I haven't got an account and I want  to register,ACCOUNT,create_account
BIPMLQD,"can u ask an agent if i can inform of payment problems, please?",PAYMENT,payment_issue
BM,tell me when my tickets are going to arrive,DELIVERY,delivery_period
BILQ,how do i modify my shipping address?,SHIPPING,change_shipping_address
BLQC,"you arent helping, speak with a person",CONTACT,contact_human_agent
BLC,"I'm not happy with the service, lodge a complaint",FEEDBACK,complaint
BMLQWZ,"i wanna see some fucking bills, can you givge me some information?",INVOICES,get_invoice
BILQC,"I forgot my password, can I reset it?",ACCOUNT,recover_password
BIMQ,can i check my invoice?,INVOICES,check_invoices
BILQC,"my profile was hacked, can I get it back?",ACCOUNT,recover_password
BIPLQWZ,"could you tell me the fucking no to contact client service, please?",CONTACT,contact_customer_service
BPLQC,"i got an error when i tried to make a payment, but i was charged anyway and i want to notify it, please",PAYMENT,payment_issue
BIPMLDW,"could you ask an agent how to solve fucking problems with my payment, please?",PAYMENT,payment_issue
BIL,how do i leave an opinion for a service?,FEEDBACK,review
BILQD,can u ask an agent if i can request a bill?,INVOICES,get_invoice
BILQ,where do i notify a payment problem?,PAYMENT,payment_issue
BILCZ,"I want to view  your refund policy, can you help me ?",REFUNDS,check_refund_policy
BILZ,whwre can i view my bills?,INVOICES,check_invoices
BILC,"i have a problem when trying to make a payment with card, what can i do?",PAYMENT,payment_issue
BILQC,"i want to request a refund, what should i do?",REFUNDS,get_refund
BIQC,"I bought an item, what do i have to do to change my order?",ORDER,change_order
BPL,"please, tell me if I can register two online accounts with a single email",ACCOUNT,create_account
BLC,"I got an error message when I tried to make a payment, but my card was charged anyway, help me notify it",PAYMENT,payment_issue
BSLQC,"I changed my mind, I need help closing my online account",ACCOUNT,delete_account
BIQC,"I want to check my invoices, what do I have to do?",INVOICES,check_invoices
BIL,how can I change to another online account?,ACCOUNT,switch_account
BL,I want to speak with a human agent,CONTACT,contact_human_agent
BILQZ,where do i see your payment mehods?,PAYMENT,check_payment_methods
BSLQZ,i wqant to get information about downloadeing a bill,INVOICES,get_invoice
BILQC,"I have a problem paying with card, what do I have to do?",PAYMENT,payment_issue
BMSQCZ,i didn't receive my invoce and i wanna check it,INVOICES,check_invoices
BILQCZ,"i want information , what do i have to do to contact customer support?",CONTACT,contact_customer_service
BLQC,"I got an error message when I attempted to pay, but I was charged anyway, report it",PAYMENT,payment_issue
BSL,I need information about receiving the newsletter,NEWSLETTER,newsletter_subscription
BL,I want to track my shipment,ORDER,track_order
BILQCZ,"i awnna inform of a payment issue, what should i do?",PAYMENT,payment_issue
BIPMLQD,"could u ask an agent if i could track my packages, please?",ORDER,track_order
BILQC,"I forgot my password, how can I retrieve it?",ACCOUNT,recover_password
BIL,"I want to see a bill, can you tell me where to do it?",INVOICES,get_invoice
BIPLEC,"I would like to make a comment for a service, could you help me?",FEEDBACK,review
B,show me the email address of the Customer Service,CONTACT,contact_customer_service
BIPLC,"I'd like to see the status of my order, can you help me?",ORDER,track_order
BILC,"I get an error message when I attempt to make a payment, what can I do?",PAYMENT,payment_issue
BLQC,"I have a question, speak with Customer Support",CONTACT,contact_customer_service
BILQC,"the concert was cancelled, how can I get a reimbursement?",REFUNDS,get_refund
BMSLC,"I can't find my bill, I need help viewing it",INVOICES,check_invoices
BILZ,can you tell me if I can hav more than one accunt?,ACCOUNT,create_account
BLC,"i have a problem paying, help me inform of it",PAYMENT,payment_issue
BMQD,ask an agent when my tickets are gonna to arrive,DELIVERY,delivery_period
BI,where do I file a complaint for a service?,FEEDBACK,complaint
BMLC,"I want to check my deliveries, tell me where to do it",ORDER,track_order
BMSLQC,i didn't receive my bill and i wanna check it,INVOICES,check_invoices
BL,how to check the options for ticket delivery,DELIVERY,delivery_options
BILC,"I have an issue making a payment with card, can you help me?",PAYMENT,payment_issue
BILQZ,were can i view the options for ticket deliery?,DELIVERY,delivery_options
BMSLQC,"I didn't receive my invoice, help me see it",INVOICES,check_invoices
BILQC,"ive got no online account, can i create one?",ACCOUNT,create_account
B,tell me how I can track my order,ORDER,track_order
BIC,"I want to recover my password, how can I do it?",ACCOUNT,recover_password
BILC,"I don't have a shipping address, what can I do to set it up?",SHIPPING,set_up_shipping_address
BILCZ,"Idon't understand you, can I contact a human?",CONTACT,contact_human_agent
BIPLQD,"please, could u ask an agent if my order is on its way?",ORDER,track_order
BZ,teol me what the hour of Customer Service are,CONTACT,contact_customer_service
BILC,"the event was postponed, can i get a reimbursement?",REFUNDS,get_refund
BIL,can you show me the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
BLQC,"I changed my mind, help me close my account",ACCOUNT,delete_account
BL,information about the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BLC,"I want an online account, open one",ACCOUNT,create_account
BMSLQ,I want information about obtaining some invoices,INVOICES,get_invoice
BILC,"i want to lodge an opinion for a service, what should i do?",FEEDBACK,review
BSLQZ,I need help refeiving the newsletter,NEWSLETTER,newsletter_subscription
BIQZ,where can I get an refund?,REFUNDS,get_refund
BILQC,"I got an error when I attempted to make a payment, but my card was charged anyway, how can I inform of it?",PAYMENT,payment_issue
BILC,"an error pops when I attempt to pay for my order, can you help me?",PAYMENT,payment_issue
BLQC,I have a question and I want to send an email to Customer Support,CONTACT,contact_customer_service
BLC,"I have an issue when trying to make a payment, report it",PAYMENT,payment_issue
BILWC,"the fucking game was cancelled, what do i have to do?",REFUNDS,get_refund
BILQ,can I edit my shipping address?,SHIPPING,change_shipping_address
BILC,"the concert was cancelled, what can I do to obtain a reimbursement?",REFUNDS,get_refund
BMLQ,i wanna know if i can register more than one account with a single email,ACCOUNT,create_account
BL,tell me what the free phone number to contact Customer Service is,CONTACT,contact_customer_service
BLQC,"i want to track my package, tell me where I can do it",ORDER,track_order
BSLQ,I need help notifying an issue with my payment,PAYMENT,payment_issue
BLQ,i want to update the information on my profile,ACCOUNT,edit_account
BILC,"I want to see your payment methods, what should I do?",PAYMENT,check_payment_methods
BL,tell me what the email of Client Service is,CONTACT,contact_customer_service
BIQC,"I want to cancel an order, what should I do?",ORDER,cancel_order
BIQC,"I want information, how do I contact Customer Service?",CONTACT,contact_customer_service
B,how to get a refund,REFUNDS,get_refund
BIPLQW,could u show me the fucking free number of customer support?,CONTACT,contact_customer_service
BIPLQW,"please, could you tell me if I can create two fucking accounts with a single email?",ACCOUNT,create_account
BIQC,"I get an error when I try to pay for my order, what should I do?",PAYMENT,payment_issue
BICZ,"someone stoole my password, what should i do?",ACCOUNT,recover_password
BMSL,I need information about requesting some bills,INVOICES,get_invoice
BILC,"the game was cancelled, how can I obtain a refund?",REFUNDS,get_refund
BLQC,I made a mistake and I want to modify my purchase,ORDER,change_order
BIPMLW,"I want to obtain some fucking invoices, could you tell me how I can do it?",INVOICES,get_invoice
BSC,"I'm happy with the service, I need help filing a review",FEEDBACK,review
BSLC,"I didn't receive my invoices, help me see them",INVOICES,check_invoices
BIL,how do I write an opinion for a service?,FEEDBACK,review
BMLQCZ,"i want to check my deliveires, tell me how to do it",ORDER,track_order
BIPLQW,"please, can u show me the fucking email of the Customer Service?",CONTACT,contact_customer_service
BLQCZ,ilost my password and i wanna retrieve it,ACCOUNT,recover_password
BILQWC,"the fucking concert was postponed, what should i do?",REFUNDS,get_refund
BIMLZ,where canI seemy bill?,INVOICES,check_invoices
BILQC,"I changed my mind, what should I do to cancel my account?",ACCOUNT,delete_account
B,help me change my shipping address,SHIPPING,change_shipping_address
BPLQZ,"please, I wannna know how I could know where my package is",ORDER,track_order
BLQ,I wanna know how to obtain a bill,INVOICES,get_invoice
BILEQC,"i dont have a profile, can i create one?",ACCOUNT,create_account
BI,how can I track my refund?,REFUNDS,track_refund
BILC,"an error pops when I attempt to pay for my online order, can you help me?",PAYMENT,payment_issue
BIPLQZ,how could I retrieve my password ?,ACCOUNT,recover_password
BPMLQDW,"ask an agent where to notify fucking problems paying, please",PAYMENT,payment_issue
BLQD,ask an agent how i can retrieve my account password,ACCOUNT,recover_password
BILQC,"i want to use my other online account, can u change them?",ACCOUNT,switch_account
BILCZ,"the show was postponed, can you help em?",REFUNDS,get_refund
BLC,"the game was postponed, get a reimbursement",REFUNDS,get_refund
BLQZ,I have a problem when  trying to make a payment,PAYMENT,payment_issue
BLQDZ,sak an agentz how i can make a purchase,ORDER,place_order
BL,how to cancel a purchase,ORDER,cancel_order
BIPLQD,could u ask an agent if i could inform of a payment issue?,PAYMENT,payment_issue
BILQ,can u check the options for ticket delivery?,DELIVERY,delivery_options
BILQCZ,"the concert was cancelled, what should i do to obtain an reimbursement?",REFUNDS,get_refund
BPLC,I made a mistake and I'd like to change my purchase,ORDER,change_order
BILQC,"i cant understand you, can u speak with a human agent?",CONTACT,contact_human_agent
BILQC,"i lost my account password, how can i retrieve it?",ACCOUNT,recover_password
BICZ,"I didn't get a payment confirmaiton, what can I do ?",PAYMENT,payment_issue
BLC,"I have a problem when trying to pay with card, inform of it",PAYMENT,payment_issue
BIMQD,can u ask an agent whats the delivery period for my tickets?,DELIVERY,delivery_period
BIL,can I register two profiles with the same email address?,ACCOUNT,create_account
BL,show me the email of Customer Service,CONTACT,contact_customer_service
BLQC,"I have an issue when trying to make a payment with card, I need help informing of it",PAYMENT,payment_issue
BL,I want to inform of a payment problem,PAYMENT,payment_issue
BIPML,"i want to request some bills, could you tell me how I can do it?",INVOICES,get_invoice
BIPLQDW,could u ask an agent how to write a fucking opinion for a service?,FEEDBACK,review
BPMLD,"ask an agent how to view my bill, please",INVOICES,check_invoices
BILCZ,"i needx an account , what can i do to open one?",ACCOUNT,create_account
BILQC,"i wanna close my account, where can i do it?",ACCOUNT,delete_account
BLQC,"I have a question, speak with Customer Service",CONTACT,contact_customer_service
BLCZ,"i want infofmation, send an email to client service",CONTACT,contact_customer_service
BMLQ,I want to know how I can check my packages,ORDER,track_order
BLQD,ask an agent where i can inform of an issue paying,PAYMENT,payment_issue
BL,how to modify my order,ORDER,change_order
BIL,can you check the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
BILQD,can u ask an agent how to see their reimbursement policy?,REFUNDS,check_refund_policy
BILQC,"I bought an item, what can I do to modify my purchase?",ORDER,change_order
BIPLQ,"could you tell me if I can register two user accounts with a single email, please?",ACCOUNT,create_account
BLC,"I don't like the service, lodge a complaint",FEEDBACK,complaint
BIL,where can I modify my purchase?,ORDER,change_order
BLC,"I'm discontent with the service, help me lodge a complaint",FEEDBACK,complaint
BLQW,i want information about the fucking email address of the Customer Support,CONTACT,contact_customer_service
BIPLDWZ,"please, could you ask an agent if I can notify a fucking poblem with my payment?",PAYMENT,payment_issue
BIPMLQD,"please, could u ask an agent how to check my bill?",INVOICES,check_invoices
BIPMLQD,can you ask an agent how I could obtain some bills?,INVOICES,get_invoice
BQC,someone stole my password and i want to recover it,ACCOUNT,recover_password
BSL,tell me about requesting a bill,INVOICES,get_invoice
BIML,can I report problems with my payment?,PAYMENT,payment_issue
BILC,"the concert was postponed, how do I obtain a refund?",REFUNDS,get_refund
BIPQDWZ,can u ask an agent how i could change to anothr fucking account ?,ACCOUNT,switch_account
BIMSLC,"I didn't receive my bill, what should I do to check it?",INVOICES,check_invoices
BLC,I've got no profile and I want to create one,ACCOUNT,create_account
BILC,"I need a reimbursement, can I get one?",REFUNDS,get_refund
BILQ,where can I make a complaint for a service?,FEEDBACK,complaint
BLCZ,"I have no user account, helpme create one",ACCOUNT,create_account
BILC,"i got an error when i attempted to pay, but i was charged anyway, how can i report it?",PAYMENT,payment_issue
BILC,"I need information, how can I contact Client Service?",CONTACT,contact_customer_service
BIL,can you give me information about the mail of the Customer Service?,CONTACT,contact_customer_service
BML,where to report problems making a payment,PAYMENT,payment_issue
BLC,I haven't got a user account and I want to create one,ACCOUNT,create_account
BSL,I need help notifying a problem making a payment,PAYMENT,payment_issue
BIQC,"i have no account, can u help me?",ACCOUNT,create_account
BML,help me obtain some invoices,INVOICES,get_invoice
BIPLQD,could u ask an agent where I can request an invoice?,INVOICES,get_invoice
BPLQW,"please, i want to know what the fucking email address of client service is",CONTACT,contact_customer_service
BILQD,can u ask an agent what the number to contact Customer Service is?,CONTACT,contact_customer_service
BLD,ask an agent if i can talk to customer service,CONTACT,contact_customer_service
BML,how to see the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BLZ,check your money vack guarantee,REFUNDS,check_refund_policy
BLQ,I have an issue when trying to make a payment,PAYMENT,payment_issue
BIPLC,"I forgot my password, could you retrieve it, please?",ACCOUNT,recover_password
BILQC,"I want to report an issue making a payment, what should I do?",PAYMENT,payment_issue
BIPLQC,"id like to reset my account password, could u help me?",ACCOUNT,recover_password
BPMLDW,"please, ask an agent how to see the fucking cancellation penalties",CANCELLATION_FEE,check_cancellation_fee
BIPQD,could u ask an agent where to get an invoice?,INVOICES,get_invoice
BSC,"I've got no account, I need help creating one",ACCOUNT,create_account
BIPLEWC,"I am discontent with the service, how could I file a fucking complaint?",FEEDBACK,complaint
BIPMLQC,"i want to track my packages, could you tell me where I can do it?",ORDER,track_order
BILQC,"I want to notify an issue making a payment, what do I have to do?",PAYMENT,payment_issue
BIMLQD,can u ask an agent if i can notify problems paying?,PAYMENT,payment_issue
BILQ,can I delete my profile?,ACCOUNT,delete_account
BILQ,can i create several profiles with a single email?,ACCOUNT,create_account
BIL,can you tell me what the free phone number to contact Client Service is?,CONTACT,contact_customer_service
BILQC,"I changed my mind, what do I have to do to cancel my profile?",ACCOUNT,delete_account
BSQ,I need help checking my invoices,INVOICES,check_invoices
BILQC,"you arent helping, can u talk to a human?",CONTACT,contact_human_agent
BIQ,where do i report a payment issue?,PAYMENT,payment_issue
BILZ,can you show me the email address of Client ervice?,CONTACT,contact_customer_service
BLQC,"I want information, call Client Service",CONTACT,contact_customer_service
BILQCZ,"the game was postponed, what should I do to obtain an refund?",REFUNDS,get_refund
BIL,can you tell me the email of the Customer Support?,CONTACT,contact_customer_service
BILC,"I want information, can you send an email to Client Service?",CONTACT,contact_customer_service
BIC,"I want to report a payment issue, can you help me?",PAYMENT,payment_issue
BLQZ,show me the free phone number of Customer Seervice,CONTACT,contact_customer_service
BIC,"I want to file a review for a service, what should I do?",FEEDBACK,review
BILQC,"i wanna recover my account password, what can i do?",ACCOUNT,recover_password
BILCZ,"I can't remember my account password , what can I do to reset it?",ACCOUNT,recover_password
BSL,I need help requesting a reimbursement,REFUNDS,get_refund
BIPLQWCZ,"id like to view the fucking options for delivery, what dp i have todo?",DELIVERY,delivery_options
BIPLC,"I'd like to check the status of my purchase, what should I do?",ORDER,track_order
BILC,"i lost my password, what should i do to reset it?",ACCOUNT,recover_password
BLCZ,"I  have no user account, help me open one",ACCOUNT,create_account
BILQ,can i create several user accounts with a single email address?,ACCOUNT,create_account
BLQC,"i have a problem making a payment, help me inform of it",PAYMENT,payment_issue
BLC,"i got an error message when i attempted to pay, but my card was charged anyway, help me inform of it",PAYMENT,payment_issue
BMSL,i need help checking my packages,ORDER,track_order
BILC,"you aren't helping, can you contact a human?",CONTACT,contact_human_agent
BLC,you aren't helping and I want to contact someone,CONTACT,contact_human_agent
BQDZ,ask an agent hhow long the delivery takes,DELIVERY,delivery_period
BSLQ,I want to get information about requesting an invoice,INVOICES,get_invoice
BILC,"I purchased something, how can i modify my purchase?",ORDER,change_order
BILQDZ,can u ask an agent whats their reimbursement oplicy?,REFUNDS,check_refund_policy
BQD,ask an agent how to file a complaint,FEEDBACK,complaint
BIMQD,can u ask an agent to report issues with my payment?,PAYMENT,payment_issue
BPSLECZ,"I do not want my user account, I need help closing ti, please",ACCOUNT,delete_account
BILQCZ,"I want information, can I sernd an email to Customer Support?",CONTACT,contact_customer_service
BIPLC,"I can't understand you, could I talk to someone?",CONTACT,contact_human_agent
BILC,"I have a problem when trying to pay, what should I do to notify it?",PAYMENT,payment_issue
BPSLQC,"I changed my mind, I need help removing my account, please",ACCOUNT,delete_account
BILC,"I have a problem when trying to make a payment with card, can you notify it?",PAYMENT,payment_issue
BPLQW,"please, i want to know if there is any fucking person available",CONTACT,contact_human_agent
BL,I want to track my reimbursement,REFUNDS,track_refund
BIQ,how can i check the status of my order?,ORDER,track_order
BML,get some bills,INVOICES,get_invoice
BILCZ,"I want to see the ticket delivery options , can you help me?",DELIVERY,delivery_options
BIPLDZ,could you ask an agent how ot notify a problem making an payment?,PAYMENT,payment_issue
BIL,how can I talk to Customer Support?,CONTACT,contact_customer_service
BILC,"someone stole my account password, can I reset it?",ACCOUNT,recover_password
BPSLQC,"i have no online account, i need help opening one, please",ACCOUNT,create_account
BILC,"I don't have a shipping address, what do I have to do to set it up?",SHIPPING,set_up_shipping_address
BIQD,can u ask an agent what the phone number to contact customer service is?,CONTACT,contact_customer_service
BILC,"I want to lodge an opinion, what can I do?",FEEDBACK,review
BSL,I need help seeing the status of my purchase,ORDER,track_order
BILQC,"my online account was hacked, what do i have to do to recover it?",ACCOUNT,recover_password
BLQ,show me the email address to contact Client Service,CONTACT,contact_customer_service
BILQC,"I want to check the ticket delivery options, what can I do?",DELIVERY,delivery_options
BILQC,"I have a problem when trying to pay for my online order, what do I have to do?",PAYMENT,payment_issue
BMLQ,i want to inform of issues making a payment,PAYMENT,payment_issue
BILC,"i have no shipping address, what should i do to set one up?",SHIPPING,set_up_shipping_address
BSLQC,"I lost my invoices, help me view them",INVOICES,check_invoices
BILC,"I get an error when I try to make a payment, can you help me?",PAYMENT,payment_issue
BICZ,"I want to check the delievry options, what should I do?",DELIVERY,delivery_options
BSL,I need help checking the status of my purchase,ORDER,track_order
BL,tell me how I can track my shipment,ORDER,track_order
BLCZ,I want information and I want to contact  Customer Support,CONTACT,contact_customer_service
BMQ,i wanna know how fast i can expect my tickets to arrive,DELIVERY,delivery_period
BILQC,"i have a problem making a payment with card, how can i report it?",PAYMENT,payment_issue
BIZ,where can I report an issue with mypayment?,PAYMENT,payment_issue
BMQ,i wanna check my invoice,INVOICES,check_invoices
BIC,"I can't remember my password, what do I have to do to recover it?",ACCOUNT,recover_password
BIMLQD,can u ask an agent how to report issues making a payment?,PAYMENT,payment_issue
BLC,"I have a problem when trying to pay for my online order, help me report it",PAYMENT,payment_issue
BPLQDW,ask an agent if i could obtain a fucking bill,INVOICES,get_invoice
BL,show me the email to contact Customer Support,CONTACT,contact_customer_service
BPLC,"i want a profile, help me create one, please",ACCOUNT,create_account
BILQC,"i have an issue paying for my order, what should i do to notify it?",PAYMENT,payment_issue
BL,help me report an issue making a payment,PAYMENT,payment_issue
BIMLC,"I want to check my bill, what do I have to do?",INVOICES,check_invoices
BIPLQ,"i'd like to request a bill, can you tell me where to do it?",INVOICES,get_invoice
BLQ,I want to know if i can change my purchase,ORDER,change_order
BILQC,"i get an error message when i attempt to pay for my order, what should i do?",PAYMENT,payment_issue
BIML,can you tell me how to get some bills?,INVOICES,get_invoice
BIML,can you tell me about the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
BILCZ,"I have an issue when trying to pay for my online order, can oyu notify it?",PAYMENT,payment_issue
BIPLC,"i'd like to receive the newsletter, can you tell me how I can do it, please?",NEWSLETTER,newsletter_subscription
BLQ,"I wanna obtain an invoice, tell me where to do it",INVOICES,get_invoice
BILQC,"i need a user account, how can i open one?",ACCOUNT,create_account
BLQC,"I have a problem when trying to pay for my order, report it",PAYMENT,payment_issue
BIMSL,what information do you have about obtaining some bills?,INVOICES,get_invoice
BLQ,I want to know if I can create two accounts with the same email address,ACCOUNT,create_account
BILQC,"an error pops when I try to pay for my order, what do I have to do?",PAYMENT,payment_issue
BILQC,"I got an error message when I attempted to make a payment, but my card was charged anyway, how do I notify it?",PAYMENT,payment_issue
BLQZ,i wanna nkow if i can create several online accounts with a single email,ACCOUNT,create_account
BPLEC,"I would like to track my package, tell me how to do it, please",ORDER,track_order
B,help me check the options for delivery,DELIVERY,delivery_options
BILQZ,where can I see the deluvery options?,DELIVERY,delivery_options
BILC,"I get an error when I try to make a payment with card, what do I have to do?",PAYMENT,payment_issue
BIL,can I send an email to Customer Service?,CONTACT,contact_customer_service
